text,type,sum,judgement
Princeton’s Institute,organization,2,f
Rice University,organization,2,t
Dianne Feinstein,person,2,t
Iraq Integrity Watch,organization,2,t
De AIVD,person,2,f
KEITH SCHEMBRI,person,2,t
Sarah Heard,person,2,t
Foreign Ministry,organization,2,f
Owen Bonnici,person,2,t
Westinghouse Pension Investments Corporation,organization,2,t
кхоежйюъ НАК,organization,2,f
John McLaughlin,person,2,t
Centerra Values,person,2,f
Zheng Hai Ming Du,person,2,t
Ben Wallace,person,2,t
Amanda Tamara Jacqueline,person,2,t
мхфецнпндяйюъ НАК,organization,2,f
уепянмяйюъ НАК,organization,2,f
йспяйюъ НАК,organization,2,f
Hans Heilbronn,person,2,t
Khadija Ismayilova,organization,2,t
the Office of Management and Budget,organization,2,f
бнкцнцпюдяйюъ НАК,organization,2,f
Luke Skywalker,person,2,t
J . Funke,person,2,t
the European Stability Initiative,organization,2,t
Behalf of the Commission Staff,organization,2,f
Siu Sai Wan,person,2,t
Kyle Ehmke,person,2,t
Christian Democratic Appeal,organization,2,t
FX Open,organization,2,f
лю югепаюидфюмю,person,2,f
Miss Skripal,organization,2,f
the State Department’s,organization,2,f
VERNON EMMANUEL SALAZAR ZURITA DELIO JOSE DE LEON MELA LILIA JUDITH TOVAR DE,person,2,t
Corporate Governance,person,2,f
RTL Group,organization,2,t
Dumaukl s,person,2,f
Mohammad Abdulmajid Ali Safar,person,2,t
Predrag Grgić,person,2,t
Amos Harel,person,2,t
CARL ZEITZ,person,2,t
Donald J,person,2,f
Agramunt/Debono Grech,organization,2,t
"Committee on Social Affairs,",organization,2,f
Herman Cain,person,2,t
the First Entrance,organization,2,f
Nigel Oakes,person,2,t
Patrick Sawer,person,2,t
кемхмцпюдяйюъ НАК,organization,2,f
Universität Hamburg,organization,2,t
Mr Omtzigt,person,2,f
MARIO ANTONIO ALVARADO,person,2,t
Ang Mo,person,2,t
International Business Transactions,organization,2,f
Andrzej Drzemcewski’s,person,2,t
De Castro,person,2,f
US Bank,organization,2,f
Rene oeIkeokey,person,2,t
Hayley Dixon,person,2,t
Plan Software,organization,2,t
the Middle East Association,organization,2,t
Dmitri Pavlenko,person,2,t
юярпюуюмяйюъ НАК,organization,2,f
Ibrahim Othman,person,2,t
Mayan Ahmed Mohamed Said Elsheikh,person,2,t
Крис Ризон,person,2,t
Andy Kroll,person,2,t
THAMES OXFORDSHIRE United Kingdom,organization,2,t
Lin Shan Ju,person,2,t
Комитет национальной безопасности,organization,2,f
OLAF Staff,organization,2,f
JAN KUCIAK,person,2,t
Nico van Eijk,person,2,t
Colorado State University,organization,2,t
Robert Mendick,person,2,t
Stephen Grey,person,2,t
Alex Stamos,person,2,t
лю люцюдюмяйни нак,organization,2,f
Younal Loutfi,person,2,t
Klaus Eberhardt Jensen,person,2,t
Mr Çavuşoğlu,person,2,f
Catalan European Democratic Party,organization,2,t
ГИБДД Бердск,organization,2,t
Yevgeniy Nikulin,person,2,t
Spain Association,organization,2,f
Fu Li,person,2,t
Ariella Ben Avraham,person,2,t
Adele Gambaro,person,2,t
лю опхлнпяйхи,person,2,f
Steve Slick,person,2,t
ISMAEL GERLI CHAMPSAUR,person,2,t
Each Party,organization,2,f
Abdul Raziq Siddiqi,person,2,t
West European,organization,2,f
Khalid Mammadov,person,2,t
Orion Trust,organization,2,t
Akara Bldg,person,2,f
George Washington University,organization,2,t
ING Bank,organization,2,t
Rutgers University Newark,organization,2,f
Freedom of Information Law,organization,2,f
Bob Bailie,person,2,f
Italy ePanstwo Foundation,organization,2,t
Herbert Kickl,person,2,t
Rovshan Rzayev,person,2,t
John Podesta’s,person,2,t
Gan Aidan Yin Rong,person,2,t
 Mr Stefan Schennach,person,2,f
British Midland Airways,organization,2,t
Stefanie Lindenberg,person,2,t
the Five Eyes,organization,2,f
Exploration Results,organization,2,f
the Shin Bet,organization,2,t
Thomas Friedman,person,2,t
Peter Kornbluh,person,2,t
Donald Trumn,person,2,t
‣ Diferent,organization,2,f
C. PACE,person,2,f
Nelson Inhalers,person,2,f
San Diego City,organization,2,f
Extreme Sports,organization,2,f
Roberto Flórez García,person,2,t
María José Espinosa,person,2,t
Border Protection,organization,2,f
European Conservatives Group,organization,2,t
Helen Darbishire Mar,person,2,t
MGM MBC,organization,2,t
Karácsony and Others,organization,2,f
Abdurrahman Wahid,person,2,t
Gerhard Schroeder,person,2,t
DAVID MENOTTI,person,2,t
von Justizminister Josef Moser,person,2,f
Collin Laverty,person,2,t
British Aerospace,organization,2,t
G. Ukraine,person,2,f
Gan Ker Ann,person,2,t
Barack Obama,person,2,t
Tel Aviv University,organization,2,t
Thames Oxfordshire United,organization,2,t
British Broadcasting Corporation,organization,2,t
 Mr Stef Goris,person,2,f
weigeringsgronden van,person,2,f
School of Public Affairs,organization,2,f
Ian Taylor,person,2,t
Unlicensed Money Service Business,organization,2,f
Burda Digital Ventures,organization,2,t
Chris Wilson,person,2,t
Джабхат аль,person,2,f
Committee of Ministers,organization,2,f
George Tenet,person,2,t
North Koreans,organization,2,f
Mr Goris’s,person,2,f
Yan Tian District,person,2,f
Social Media,organization,2,f
Barclays International Private Bank,organization,2,t
Menachem Begin,person,2,t
лю лняйнбяйни нак,organization,2,f
the Standing Committee,organization,2,f
Health &,organization,2,f
Intigam Aliyev,person,2,t
De Capitani’s,person,2,f
Cai Xiuling,person,2,t
Mr Paul Wille,person,2,t
the Laws of Malta,organization,2,f
Mr Torcătoriu,organization,2,f
Secret Service,organization,2,f
Saatchi & Saatchi,organization,2,t
David Koch,person,2,t
Backirounde Zarate,person,2,t
Doris Fiala,person,2,t
Business Protection Agency,organization,2,f
Amal Fouad Aly Haraz Elsheikh,person,2,t
Lisa Rosenberg,person,2,t
Masoud Alimohammadi,person,2,t
THE RELEVANT LEGAL STANDARDS,organization,2,f
George McGhee,person,2,t
George W,person,2,f
Mr Claude Moniquet,person,2,t
Transparency Theater Production - Atlanta,organization,2,f
the Council of Europe Office,organization,2,f
Joaquin Castro,person,2,t
the Dreyer & Traub,organization,2,f
Witness K.’s,person,2,f
Jose Lambiet,person,2,t
Hilux Services LP,organization,2,t
Shaun Bridges,person,2,t
Andrzej Drzemcewski,person,2,t
the British Embassy,organization,2,f
Ministry of Foreign Affairs,organization,2,f
Petr Yakovlevich Melnikov,person,2,t
Abu Dhabi,organization,2,f
Registered Owner(s,person,2,f
Fondazione Novae Terrae,organization,2,t
Hilux Services,organization,2,t
de AIVD,person,2,f
России Юрий Ковалько,person,2,f
Blythe Road,organization,2,t
Aaron Mackey,person,2,t
Keyin Moiii,person,2,f
de AIVD,organization,2,f
Richard Nixon,person,2,t
Ms Josette Durrieu,person,2,t
Andrey Portnov,person,2,t
Ms Glover,organization,2,f
Jonathan Cardona,person,2,t
COE Conventions,organization,2,f
Dong Hai,person,2,t
Sharif University of Technology,organization,2,t
Ms Finckh,person,2,f
РОССИЙСКОЙ ФЕДЕРАЦИИ О НАЛОГАХ,person,2,f
Silvio Berlusconi,person,2,t
Forfei’ane ALEXANDER VINNIK,person,2,t
Mark Neville,person,2,t
riminal Investigations,organization,2,f
Emma Best,person,2,t
"Niles , Jr",person,2,f
David Kaye,person,2,t
Kabel Deutschland,organization,2,f
Democratic Elections,organization,2,f
Grant BS123456,person,2,f
Xiang Zhou District,person,2,f
Department Committee,organization,2,f
National Security Archive,organization,2,t
Mohammad Mosaddeq,person,2,t
Graham Keeley,person,2,t
нак люцдюцювхмяйхи пюинм,person,2,f
Marta Pascal Capdevila,person,2,t
Kwai Chung,person,2,t
Wellington Partners Venture Capital,organization,2,t
Sebastian Rotella,person,2,t
Human Rights Department,organization,2,f
Barklay Bank,organization,2,t
Mr Russell,person,2,f
VALERIE H,person,2,f
Marco Antonini,person,2,t
von Spionage,person,2,f
the 2,organization,2,f
Alexander Klimenko,person,2,t
Harvey Freeman,person,2,t
Hannes Jarolim,person,2,t
Every Agency,organization,2,f
E. Brost & J. Funke GmbH,organization,2,t
Radio Zwickau,organization,2,t
Lincnhl Moornfie,person,2,t
Mainstream Media AG,organization,2,t
Wall Street,organization,2,f
юлспяйюъ нак,organization,2,f
Martínez Casañ,person,2,t
ENGAGE GI2,organization,2,f
Nathanael King,person,2,t
Spencer Ackerman,person,2,t
Eurosport S.A.,organization,2,t
Ten Eyewitness News Комиссар полиции Нового Южного Уэльса Эндрю Сципионе,person,2,f
Thomas Galati,person,2,t
Sam Machkovech,person,2,t
Romania Autonomia Foundation,organization,2,t
Surrey KT16 0RS,organization,2,f
Lindt Chocolate,person,2,t
лю апъмяйни,person,2,f
International Relations EU,organization,2,f
RICHARD JOHN,person,2,t
Muhammadu Buhari,person,2,t
Alfred Heer,person,2,t
Omar Suleiman,person,2,t
Polux Management,organization,2,t
Adrian Chen,person,2,t
Jim Simons,person,2,t
Alexander Kliminko,person,2,t
Leonid Slutsky,person,2,t
Environmental Protection Agency,organization,2,f
MoneySEMu El Petty,person,2,f
Alison Smale,person,2,t
Sergey Mayzus,organization,2,t
Radio Chemnitz,organization,2,t
of Indian Affairs,organization,2,f
Ms Barnett,person,2,f
World Bank,organization,2,t
Paul Pillar,person,2,t
Christliche Radio München,organization,2,t
the Armenians,organization,2,f
нак юкейяюмдпнбяй,organization,2,f
Chua Siew Leng,person,2,t
лю бнпньхкнбцпюдяйни,person,2,f
Radio France Internationale,organization,2,t
лю лняйнбяйни,person,2,f
the Public Advocate's,organization,2,f
the Azerbaijani Government,organization,2,f
Tom Van Dijck,person,2,t
Тони Эбботом,person,2,t
Sergei Skripal,organization,2,t
Mr Uyttendaele,person,2,f
рскэяйюъ НАК,organization,2,f
Christopher Steele,person,2,t
Commission Staff,organization,2,f
Bert Bukman,person,2,t
Civil Liberties Union,organization,2,t
Committee on Legal Affairs and Human Rights,organization,2,f
Emil Kiriloff,person,2,t
Latin American,organization,2,f
Allyn Jackson,person,2,t
Igor Ahmanov,person,2,t
Andrew Parker,person,2,t
BBC Trust,organization,2,t
Tadeusz Iwiński’s,person,2,t
J Transfer,person,2,f
Andreas Nick,person,2,t
Concordia Summit,organization,2,f
лю югепаюидфюмяйни,person,2,f
Hotel Nacional,organization,2,t
Private Office,organization,2,f
Ali Abdulrahman Al Bassam,person,2,t
Ben Macintyre,person,2,t
Ms Yvonne Kleinke,person,2,t
Mark Block,person,2,t
the OSCE/ODIHR,organization,2,t
Alliance of Liberals,organization,2,f
US Government,organization,2,f
LCM Alliance LLP,organization,2,t
the Committee on Social Affairs,organization,2,f
Daniel Berliner,person,2,t
Andrey Klimov,person,2,t
Mr Kamaladdin Heydarov,person,2,t
Ben Carson,person,2,t
the Socialist Group,organization,2,f
Middle East Association,organization,2,t
Annual Meeting Materials,organization,2,f
Solo Company Ltd,organization,2,t
the Partes.,organization,2,f
Partido Popular,person,2,t
the Intelligence Community,organization,2,f
Marc Uyttendaele,person,2,t
Darioush Rezaeinejad,person,2,t
Michael Flynn,person,2,t
Mint Global,organization,2,t
Government Communications Headquarters,organization,2,t
PORAMTO GROUP INC,organization,2,t
Liquid Investigations Romanian Center,organization,2,f
New York,organization,2,f
Michael Hayden,person,2,t
Mr Keith Schembri,person,2,t
Mohsen Fakhrizadeh,person,2,t
Renate Graber,person,2,t
Birkenhead Office,organization,2,f
Chairpersons of the,organization,2,f
International Services,organization,2,f
Sam Greaves,person,2,t
the Division of Coastal Resources,organization,2,f
Volker Schneider,person,2,t
Life of Mine Summary,organization,2,f
Maltese Government,organization,2,f
Columbia University,organization,2,t
мхйнкюебяйюъ НАК,organization,2,f
Janet DiFiore,person,2,t
Michael Bahar,person,2,t
Elly Lynn Ong Dee,person,2,t
Federal Territory of Labuan,organization,2,f
Olga Zakharova,person,2,t
Ms Blanca Asensio,person,2,t
Montreal House,organization,2,f
Thom Yillis,person,2,t
Alex Morega,person,2,t
Sociedad Anonima,organization,2,f
Isser Harel,person,2,f
Admiral Group,organization,2,t
Republican National Committee,organization,2,f
Chair of the Committee on Legal Affairs and Human Rights,organization,2,f
Roy Krieger,person,2,t
Artem Zhedik,person,2,t
de la,organization,2,f
бкюдхлхпяйюъ НАК,organization,2,f
the PACE,organization,2,f
Barclays Bank (Suisse,organization,2,t
Kanzler Sebastian Kurz,person,2,t
The George Washington University,organization,2,f
Lindt Chocolatе,person,2,t
Bekah Mercer,person,2,t
Tim James,person,2,t
the Justice Ministry,organization,2,f
Mark Rowley,person,2,t
Mei Khee Poon,person,2,f
Windsor Plaza Trustee No 1 Limited,organization,2,t
Sport Committee,organization,2,f
the Trump Administration,organization,2,f
Doug Palmer,person,2,t
нак пнлмемяйхи пюинм,person,2,f
Tiny Kox,person,2,t
Renaissance Technologies,organization,2,t
the Partnership for Peace,organization,2,t
SkyLock Technical Aspects & Features,organization,2,f
Miss Amanda Joanne Green,person,2,t
the European Anti-Fraud Office (OLAF,organization,2,f
ялнкемяйюъ НАК,organization,2,f
Hans de Zwart,person,2,t
The Council of Europe,organization,2,f
Kim Nilsson,person,2,t
Belgium Association of European Journalists,organization,2,t
Sabrina Pacifici,person,2,t
нак люйюпнбяйхи пюинм,person,2,f
Jimmy Carter’s,person,2,t
The Wall Street Journal,organization,2,t
Yossi Baidatz,person,2,t
Dmitriy Zubaha,person,2,t
David Stillwell,person,2,t
the Süddeutsche Zeitung,organization,2,t
Central Asia Regional Office,organization,2,f
Alexander Beilinson,person,2,t
Besimpasa Caddesi,person,2,t
Royal Charter,organization,2,f
Liquid Investigations,organization,2,t
Robert Mercer’s,person,2,t
Greens Group,organization,2,f
Ms Pieter,person,2,f
Russian Hacker,person,2,f
Evgeniy Bogachev,person,2,t
the EAEO,organization,2,f
Alexander Grothendieck,person,2,t
Harvard Univ,organization,2,t
BARCLAYS BANK,organization,2,t
David Goldberg,person,2,t
Alex Fischer,person,2,t
Süddeutsche Zeitung,person,2,t
Level 2 - Numbering 2,person,2,f
Stefan Trechsel,person,2,t
Bernie Sanders,person,2,t
Nils Muižnieks,person,2,t
Boris Frlec,person,2,t
Stevan Dojcinovic,person,2,t
Ten Eyewitness News Комиссар полиции Нового,organization,2,t
Tom Hales,person,2,t
Wyndham Investments Limited,organization,2,t
Romain Franck,person,2,t
Mitnahme von Daten,person,2,f
Commentaar Roger Vleugels,person,2,f
Trade GmbH,organization,2,t
Pit Schultz,organization,2,t
Montenegro Center,organization,2,f
Konstantin Voronchinkin,person,2,t
Wolfgang Preiszler,person,2,t
PAX / Utrecht NL,organization,2,t
Maria Agragel,person,2,t
Donald J. Trump,person,2,t
Hamburger Sparkasse AG,organization,2,t
Majid Shahriari,person,2,t
Carl Mark Force,person,2,t
Ringerikes Blad,person,2,t
Claire Jane Penney,person,2,t
Banca Popolare,organization,2,t
Windsor Plaza Trustee,organization,2,t
Home Office,organization,2,f
Estonian Free Party,organization,2,t
Rafael Huseynov,person,2,t
Øyvind Vaksdal,person,2,t
the Federation of American Scientists,organization,2,t
"the Investigation Body,",organization,2,f
SAN FRANCISCO DIVISION,organization,2,f
Socialist Party,organization,2,f
Nikolay Kuzmensko,person,2,t
the Foreign Ministry,organization,2,f
Авиакомпания Qantas Airways Ltd,organization,2,t
Jeff DeLaurentis,person,2,t
Arthur Robinson,person,2,t
Quirine Eijkman,person,2,t
Vincent Ramos,person,2,t
Herceg Novog,organization,2,f
- Company,organization,2,f
Mahmoud Youssry Saleh Selim,person,2,t
Organization for Security and Co,organization,2,f
Khalid Ahmed H Alsaeed,person,2,t
GENEVA PLACE WATER FRONT DRIVE,organization,2,f
лд 122­134,person,2,f
VRT News,organization,2,t
SHH Company,organization,2,t
Hilton Hotels Corporation,organization,2,t
Zhu Hai,person,2,t
Mr Tale Heydarov,organization,2,t
Igor Ashamanov,person,2,t
Rotch Developments,organization,2,t
Chemical Universe,organization,2,t
The General Court,organization,2,f
E. KENNETH,person,2,t
Kuxmenkn lgorAsiinianoy,person,2,t
buitenlandse diensten,person,2,f
Ken Cuccinelli,person,2,t
Barclays Bank,organization,2,t
Eliza Pieter,person,2,t
нак яекелдфхмяйхи пюинм,person,2,f
Council of,organization,2,f
National FOIA,organization,2,f
European Azerbaijani Society,organization,2,t
the Strässer,organization,2,f
Willy Brandt,person,2,t
BLM Nr.,organization,2,f
Deutsche Telekom AG,organization,2,t
the Superseding Indictment,organization,2,f
Haitham Mahmoud Yosry Saleh Selim,person,2,t
Poon Mei Khee,person,2,t
SkyLock Components,organization,2,t
Gan Paul,person,2,t
SRJ Moskva,organization,2,t
KENNETH BURDGE,person,2,t
Cristian Vardaro,person,2,t
E. Summary,person,2,f
